time_id,aircraft_id,delay_rate,cancellation_rate
366,XY-AAB,0.047619047619047616,0.023255813953488372
366,XY-ACY,0.07692307692307693,0.15217391304347827
366,XY-AFD,0.027777777777777776,0.02702702702702703
366,XY-AGF,0.07317073170731707,0.046511627906976744
366,XY-ALX,0.1111111111111111,0.08163265306122448
366,XY-ANK,0.20930232558139536,0.022727272727272728
366,XY-APN,0.0975609756097561,0.10869565217391304
366,XY-ARN,0.0625,0.02040816326530612
366,XY-AXP,0.1320754716981132,0.018518518518518517
366,XY-AZQ,0.047619047619047616,0.08695652173913043
366,XY-BAR,0.09302325581395349,0.022727272727272728
366,XY-BCS,0.06521739130434782,0.061224489795918366
366,XY-BDO,0.13636363636363635,0.06382978723404255
366,XY-BLL,0.10638297872340426,0.06
366,XY-BMX,0.10526315789473684,0.07317073170731707
366,XY-BQL,0.11363636363636363,0.043478260869565216
366,XY-BQU,0.13636363636363635,0.043478260869565216
366,XY-BRE,0.09090909090909091,0.029411764705882353
366,XY-BVC,0.16666666666666666,0.16279069767441862
366,XY-BWZ,0.14285714285714285,0.10638297872340426
366,XY-CAG,0.20408163265306123,0.0
366,XY-CBD,0.15151515151515152,0.10810810810810811
366,XY-CBG,0.21153846153846154,0.0
366,XY-CDU,0.08695652173913043,0.09803921568627451
366,XY-CIW,0.13157894736842105,0.15555555555555556
366,XY-CJN,0.045454545454545456,0.06382978723404255
366,XY-CKQ,0.08695652173913043,0.061224489795918366
366,XY-CLK,0.08108108108108109,0.05128205128205128
366,XY-CLZ,0.1111111111111111,0.0625
366,XY-CMD,0.16279069767441862,0.06521739130434782
366,XY-CMS,0.07142857142857142,0.045454545454545456
366,XY-CQL,0.1891891891891892,0.075
366,XY-CRS,0.09523809523809523,0.06666666666666667
366,XY-CSZ,0.05263157894736842,0.0
366,XY-CUA,0.10638297872340426,0.020833333333333332
366,XY-CVT,0.047619047619047616,0.125
366,XY-CYF,0.0975609756097561,0.023809523809523808
366,XY-CYL,0.041666666666666664,0.02040816326530612
366,XY-DFQ,0.18421052631578946,0.05
366,XY-DGU,0.05,0.13043478260869565
366,XY-DOB,0.125,0.0
366,XY-DOU,0.16666666666666666,0.05263157894736842
366,XY-DOZ,0.15555555555555556,0.08163265306122448
366,XY-DTP,0.06818181818181818,0.022222222222222223
366,XY-DVG,0.02564102564102564,0.04878048780487805
366,XY-DWZ,0.11627906976744186,0.044444444444444446
366,XY-DYA,0.06060606060606061,0.05714285714285714
366,XY-EAL,0.22580645161290322,0.11428571428571428
366,XY-EAO,0.075,0.1111111111111111
366,XY-ECN,0.0,0.16666666666666666
366,XY-ECV,0.1794871794871795,0.07142857142857142
366,XY-EET,0.10526315789473684,0.07317073170731707
366,XY-EHN,0.12,0.0196078431372549
366,XY-EKM,0.10256410256410256,0.1702127659574468
366,XY-EKW,0.075,0.13043478260869565
366,XY-ESR,0.0625,0.058823529411764705
366,XY-EWI,0.0,0.08888888888888889
366,XY-EXS,0.09523809523809523,0.08695652173913043
366,XY-EYC,0.1282051282051282,0.07142857142857142
366,XY-FCP,0.1388888888888889,0.05263157894736842
366,XY-FCU,0.08108108108108109,0.0
366,XY-FIA,0.1,0.06976744186046512
366,XY-FJF,0.1951219512195122,0.08888888888888889
366,XY-FMC,0.06818181818181818,0.0
366,XY-FOI,0.12,0.0
366,XY-FOL,0.06976744186046512,0.0851063829787234
366,XY-FSS,0.0975609756097561,0.046511627906976744
366,XY-FSX,0.13043478260869565,0.041666666666666664
366,XY-FSY,0.1111111111111111,0.021739130434782608
366,XY-FTI,0.06060606060606061,0.0
366,XY-FTU,0.12121212121212122,0.05714285714285714
366,XY-FXN,0.1590909090909091,0.043478260869565216
366,XY-FYG,0.125,0.14893617021276595
366,XY-FZB,0.058823529411764705,0.08108108108108109
366,XY-FZF,0.2,0.14893617021276595
366,XY-FZQ,0.13953488372093023,0.06521739130434782
366,XY-FZS,0.14583333333333334,0.1111111111111111
366,XY-GJC,0.13333333333333333,0.0425531914893617
